sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
1672,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,Measurement Unit,BS12m_01,/PR09a/PR10a/BS12m_01,$.Purchase Requisition.Purchase Requisition Line.(Requisition) Quantity.Measurement Unit.UOM Code,PurRqstn.PurRqstnLn.ReqstQt.MeaUnt.UomCd,,
1673,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,Business Segment,BS02u,/PR09a/PR10a/BS02u,$.Purchase Requisition.Purchase Requisition Line.Business Segment,PurRqstn.PurRqstnLn.BusSg,,
1674,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,Business Segment,BS02u_01,/PR09a/PR10a/BS02u/BS02u_01,$.Purchase Requisition.Purchase Requisition Line.Business Segment.Code,PurRqstn.PurRqstnLn.BusSg.Cd,,
1675,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,Business Segment,BS02u_03,/PR09a/PR10a/BS02u/BS02u_03,$.Purchase Requisition.Purchase Requisition Line.Business Segment.Segment Reference Level,PurRqstn.PurRqstnLn.BusSg.SgRefLevl,,
1676,1,C,,Purchase Contract,,,,A class representing an agreement with a vendor for the provision of goods or services within a specified period.,Purchase,104,Purchase Contract,PR01i,/PR01i,$.Purchase Contract,PurContr,,
1677,2,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS02v,/PR01i/BS02v,$.Purchase Contract.(Purchase Organization) Business Segment,PurContr.PrchsOrgnzBusSg,,
1678,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS02v_01,/PR01i/BS02v_01,$.Purchase Contract.(Purchase Organization) Business Segment.Code,PurContr.PrchsOrgnzBusSg.Cd,,
1679,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS02v_03,/PR01i/BS02v_03,$.Purchase Contract.(Purchase Organization) Business Segment.Segment Reference Level,PurContr.PrchsOrgnzBusSg.SgRefLevl,,
1680,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS16b,/PR01i/BS16b,$.Purchase Contract.Supplier,PurContr.Supl,,
1681,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS16b_01,/PR01i/BS16b_01,$.Purchase Contract.Supplier.Account ID,PurContr.Supl.AcntId,,
1682,2,C,,Purchase Contract Line,,0..*,,A class containing essential information about suppliers.,Purchase,106,Purchase Contract Line,PR02f,/PR01i/PR02f,$.Purchase Contract.Purchase Contract Line,PurContr.PurContrLn,,
1683,3,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS02w,/PR01i/PR02f/BS02w,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment,PurContr.PurContrLn.RecptOrgnzBusSg,,
1684,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Receipt Organization) Business Segment,BS02w_01,/PR01i/PR02f/BS02w_01,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Code,PurContr.PurContrLn.RecptOrgnzBusSg.Cd,,
1685,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Receipt Organization) Business Segment,BS02w_03,/PR01i/PR02f/BS02w_03,$.Purchase Contract.Purchase Contract Line.(Receipt Organization) Business Segment.Segment Reference Level,PurContr.PurContrLn.RecptOrgnzBusSg.SgRefLevl,,
1686,1,C,,Purchase Order,,,,A class representing a formal request to a vendor for the supply of goods or services within a specified period.,Purchase,108,Purchase Order,PR07h,/PR07h,$.Purchase Order,PurOrd,,
1687,2,R,,(Purchase Organization) Business Segment,,0..1,,"The reference association to the Purchase Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Purchase Organization) Business Segment,BS02x,/PR07h/BS02x,$.Purchase Order.(Purchase Organization) Business Segment,PurOrd.PrchsOrgnzBusSg,,
1688,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Purchase Organization) Business Segment,BS02x_01,/PR07h/BS02x_01,$.Purchase Order.(Purchase Organization) Business Segment.Code,PurOrd.PrchsOrgnzBusSg.Cd,,
1689,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Purchase Organization) Business Segment,BS02x_03,/PR07h/BS02x_03,$.Purchase Order.(Purchase Organization) Business Segment.Segment Reference Level,PurOrd.PrchsOrgnzBusSg.SgRefLevl,,
1690,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS16c,/PR07h/BS16c,$.Purchase Order.Supplier,PurOrd.Supl,,
1691,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS16c_01,/PR07h/BS16c_01,$.Purchase Order.Supplier.Account ID,PurOrd.Supl.AcntId,,
1692,2,C,,Purchase Order Line,,0..*,,A class representing the detailed specifications for goods or services requested in a purchase order.,Purchase,110,Purchase Order Line,PR08g,/PR07h/PR08g,$.Purchase Order.Purchase Order Line,PurOrd.PurOrdLn,,
1693,3,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS02y,/PR07h/PR08g/BS02y,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment,PurOrd.PurOrdLn.RecptOrgnzBusSg,,
1694,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Receipt Organization) Business Segment,BS02y_01,/PR07h/PR08g/BS02y_01,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment.Code,PurOrd.PurOrdLn.RecptOrgnzBusSg.Cd,,
1695,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Receipt Organization) Business Segment,BS02y_03,/PR07h/PR08g/BS02y_03,$.Purchase Order.Purchase Order Line.(Receipt Organization) Business Segment.Segment Reference Level,PurOrd.PurOrdLn.RecptOrgnzBusSg.SgRefLevl,,
1696,3,R,,Project,,0..1,,"The reference association to the Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Purchase,36,Project,BS14b,/PR07h/PR08g/BS14b,$.Purchase Order.Purchase Order Line.Project,PurOrd.PurOrdLn.Proj,,
1697,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,Purchase,36,Project,BS14b_01,/PR07h/PR08g/BS14b_01,$.Purchase Order.Purchase Order Line.Project.ID,PurOrd.PurOrdLn.Proj.Id,,
1698,3,R,,Purchase Contract,,0..1,,"The reference association to the Purchase Contract class, which is a class representing an agreement with a vendor for the provision of goods or services within a specified period.",Purchase,104,Purchase Contract,PR01j,/PR07h/PR08g/PR01j,$.Purchase Order.Purchase Order Line.Purchase Contract,PurOrd.PurOrdLn.PurContr,,
1699,3,R,,Purchase Contract Line,,0..1,,"The reference association to the Purchase Contract Line class, which is a class containing essential information about suppliers.",Purchase,106,Purchase Contract Line,PR02g,/PR07h/PR08g/PR02g,$.Purchase Order.Purchase Order Line.Purchase Contract Line,PurOrd.PurOrdLn.PurContrLn,,
1700,3,R,,Purchase Requisition,,0..1,,"The reference association to the Purchase Requisition class, which is a class representing an internal document requesting the procurement of goods or services.",Purchase,100,Purchase Requisition,PR09b,/PR07h/PR08g/PR09b,$.Purchase Order.Purchase Order Line.Purchase Requisition,PurOrd.PurOrdLn.PurRqstn,,
1701,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a purchase requisition.,Purchase,100,Purchase Requisition,PR09b_01,/PR07h/PR08g/PR09b_01,$.Purchase Order.Purchase Order Line.Purchase Requisition.ID,PurOrd.PurOrdLn.PurRqstn.Id,,
1702,3,R,,Purchase Requisition Line,,0..1,,"The reference association to the Purchase Requisition Line class, which is a class representing the specifics of goods or services requested in a purchase requisition.",Purchase,102,Purchase Requisition Line,PR10b,/PR07h/PR08g/PR10b,$.Purchase Order.Purchase Order Line.Purchase Requisition Line,PurOrd.PurOrdLn.PurRqstnLn,,
1703,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a line within a purchase requisition.,Purchase,102,Purchase Requisition Line,PR10b_01,/PR07h/PR08g/PR10b_01,$.Purchase Order.Purchase Order Line.Purchase Requisition Line.ID,PurOrd.PurOrdLn.PurRqstnLn.Id,,
1704,1,C,,Purchase Invoice,,,,A class representing a vendor-issued document that details charges for goods or services provided within a specified period.,Purchase,112,Purchase Invoice,PR03n,/PR03n,$.Purchase Invoice,PurInvoi,,
1705,2,R,,(Settlement Organization) Business Segment,,0..1,,"The reference association to the Settlement Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Settlement Organization) Business Segment,BS02z,/PR03n/BS02z,$.Purchase Invoice.(Settlement Organization) Business Segment,PurInvoi.SettlOrgnzBusSg,,
1706,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Purchase,4,(Settlement Organization) Business Segment,BS02z_01,/PR03n/BS02z_01,$.Purchase Invoice.(Settlement Organization) Business Segment.Code,PurInvoi.SettlOrgnzBusSg.Cd,,
1707,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Purchase,4,(Settlement Organization) Business Segment,BS02z_03,/PR03n/BS02z_03,$.Purchase Invoice.(Settlement Organization) Business Segment.Segment Reference Level,PurInvoi.SettlOrgnzBusSg.SgRefLevl,,
1708,2,R,,Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Purchase,18,Supplier,BS16d,/PR03n/BS16d,$.Purchase Invoice.Supplier,PurInvoi.Supl,,
1709,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Purchase,18,Supplier,BS16d_01,/PR03n/BS16d_01,$.Purchase Invoice.Supplier.Account ID,PurInvoi.Supl.AcntId,,
1710,2,C,,Purchase Invoice Line,,0..*,,A class representing detailed charges for individual goods or services provided as listed on a purchase invoice.,Purchase,114,Purchase Invoice Line,PR04e,/PR03n/PR04e,$.Purchase Invoice.Purchase Invoice Line,PurInvoi.PurInvoiLn,,
1711,3,R,,(Purchase) Measurement Unit,,0..1,,"The reference association to the Purchase Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Purchase,32,(Purchase) Measurement Unit,BS12n,/PR03n/PR04e/BS12n,$.Purchase Invoice.Purchase Invoice Line.(Purchase) Measurement Unit,PurInvoi.PurInvoiLn.PrchsMeaUnt,,
1712,4,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Purchase,32,(Purchase) Measurement Unit,BS12n_01,/PR03n/PR04e/BS12n_01,$.Purchase Invoice.Purchase Invoice Line.(Purchase) Measurement Unit.UOM Code,PurInvoi.PurInvoiLn.PrchsMeaUnt.UomCd,,
1713,3,R,,Purchase Order,,0..1,,"The reference association to the Purchase Order class, which is a class representing a formal request to a vendor for the supply of goods or services within a specified period.",Purchase,108,Purchase Order,PR07i,/PR03n/PR04e/PR07i,$.Purchase Invoice.Purchase Invoice Line.Purchase Order,PurInvoi.PurInvoiLn.PurOrd,,
1714,3,R,,Purchase Order Line,,0..1,,"The reference association to the Purchase Order Line class, which is a class representing the detailed specifications for goods or services requested in a purchase order.",Purchase,110,Purchase Order Line,PR08h,/PR03n/PR04e/PR08h,$.Purchase Invoice.Purchase Invoice Line.Purchase Order Line,PurInvoi.PurInvoiLn.PurOrdLn,,
1715,1,C,,Purchase Materials Received,,,,A class capturing the details of goods received against purchase orders within a specified period.,Purchase,116,Purchase Materials Received,PR05a,/PR05a,$.Purchase Materials Received,PurMatrlRcvd,,
1716,2,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for a particular materials receipt transaction.,Purchase,116,Purchase Materials Received,PR05a_01,/PR05a/PR05a_01,$.Purchase Materials Received.ID,PurMatrlRcvd.Id,,
1717,2,A,,Number,Char,0..1,Char Long,The number for a receipt documenting the reception of purchased materials.,Purchase,116,Purchase Materials Received,PR05a_02,/PR05a/PR05a_02,$.Purchase Materials Received.Number,PurMatrlRcvd.Nr,,
1718,2,A,,Date,Date,0..1,DATE,The date when materials purchased by the company are recorded as received.,Purchase,116,Purchase Materials Received,PR05a_03,/PR05a/PR05a_03,$.Purchase Materials Received.Date,PurMatrlRcvd.Dt,,
1719,2,A,,Reference Number,Char,0..1,Char Long,"The number for a materials receipt, such as a company reference or official logistics waybill number.",Purchase,116,Purchase Materials Received,PR05a_04,/PR05a/PR05a_04,$.Purchase Materials Received.Reference Number,PurMatrlRcvd.RefNr,,
1720,2,A,,Shipping Method,Char,0..1,Char Medium,"The specific process or service selected to convey goods from sender to receiver, applicable to both outbound and inbound logistics.",Purchase,116,Purchase Materials Received,PR05a_05,/PR05a/PR05a_05,$.Purchase Materials Received.Shipping Method,PurMatrlRcvd.ShpngMethd,,
1721,2,A,,Shipping Company,Name,0..1,Name Short,"A shipping company is an entity engaged in the transportation of goods across various modes of transport, providing logistical and support services to ensure safe and timely delivery.",Purchase,116,Purchase Materials Received,PR05a_06,/PR05a/PR05a_06,$.Purchase Materials Received.Shipping Company,PurMatrlRcvd.ShpngCmpny,,
1722,2,A,,Adjustment Indicator,Indicator,0..1,Indicator,The indicator signifying that the transaction reflects a shipment adjustment rather than the original shipment,Purchase,116,Purchase Materials Received,PR05a_07,/PR05a/PR05a_07,$.Purchase Materials Received.Adjustment Indicator,PurMatrlRcvd.AdjInd,,
1723,2,A,,Adjustment Description,Text,0..1,Text Medium,"Textual clarification provided when changes are made to a recorded receipt, specifying the cause and nature of the adjustment.",Purchase,116,Purchase Materials Received,PR05a_08,/PR05a/PR05a_08,$.Purchase Materials Received.Adjustment Description,PurMatrlRcvd.AdjDscr,,
1724,2,R,,(Receipt Organization) Business Segment,,0..1,,"The reference association to the Receipt Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Purchase,4,(Receipt Organization) Business Segment,BS02a0,/PR05a/BS02a0,$.Purchase Materials Received.(Receipt Organization) Business Segment,PurMatrlRcvd.RecptOrgnzBusSg,,
