sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element
1287,5,A,,Mortgage Jurisdiction,xbrli:stringItemType,0..1,,"Jurisdiction (e.g. federal, state, local): e.g. US Federal, Province of Québec, other identifier",gl-cor,0,Depreciation Mortgage,BU03a_01,/CO02a/CO06a/CO05a/BU03a_01,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Mortgage Jurisdiction,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.MrtggJrsdc,抵当債務管轄,管轄地区。（連邦、州、ローカル、等）。たとえば、米国連邦政府、ケベック州、その他の識別子。[設定値のリスト]\n(F)、(federal：連邦)、(S)、(state：州)、(L)、(local：地域)、(other：その他)\n,gl-bus:dmJurisdiction
1288,5,A,,Depreciation Method,xbrli:stringItemType,0..1,,"Type of depreciation method: used for information about the loan percentage for loan or the depreciation method. This is used for informational purposes only. Examples of entries are ""20%"", ""5 year DDB"" (Double Declining Balance).",gl-cor,0,Depreciation Mortgage,BU03a_02,/CO02a/CO06a/CO05a/BU03a_02,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Depreciation Method,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.DepreMethd,減価償却方法,減価償却方法のタイプ。ローンのパーセンテージや減価償却方法に関する情報を含む。単なる情報提供を目的とする。たとえば、20%、5年、DDB(倍額定率)。,gl-bus:dmMethodType
1289,5,A,,Mortgage Life,xbrli:stringItemType,0..1,,Length of life in number of periods.,gl-cor,0,Depreciation Mortgage,BU03a_03,/CO02a/CO06a/CO05a/BU03a_03,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Mortgage Life,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.MrtggLf,抵当債務期間,存在する期間数。,gl-bus:dmLifeLength
1290,5,A,,Description,xbrli:stringItemType,0..1,,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-cor,0,Depreciation Mortgage,BU03a_04,/CO02a/CO06a/CO05a/BU03a_04,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Description,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.Dscr,債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。,gl-bus:dmComment
1291,5,A,,Start Date,xbrli:stringItemType,0..1,,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-cor,0,Depreciation Mortgage,BU03a_05,/CO02a/CO06a/CO05a/BU03a_05,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Start Date,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.StrtDt,開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。,gl-bus:dmStartDate
1292,5,A,,End Date,xbrli:stringItemType,0..1,,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-cor,0,Depreciation Mortgage,BU03a_06,/CO02a/CO06a/CO05a/BU03a_06,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.End Date,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.EndDt,終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。,gl-bus:dmEndDate
1293,5,A,,Amount,xbrli:stringItemType,0..1,,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",gl-cor,0,Depreciation Mortgage,BU03a_07,/CO02a/CO06a/CO05a/BU03a_07,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Amount,AccntEntrs.EntryHedr.EntryDetl.DepreMrtgg.Amt,手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。,gl-bus:dmAmount
1294,4,C,,Account Structure,,0..*,,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so: \n/account/accountMainID 1000  \n/account/accountMainDescription Cash  \n/account/accountSub/accountSubID 4783HG  \n/account/accountSub/accountSubDescription Department  \n/account/accountSub/accountSubID QOWI  \n/account/accountSub/accountSubDescription Branch  \n/account/accountSub/accountSubID 192837  \n/account/accountSub/accountSubDescription Division",gl-cor,0,Account Structure,CO01a,/CO02a/CO06a/CO05a/CO01a,$.Accounting Entries.Entry Header.Entry Detail.Account Structure,AccntEntrs.EntryHedr.EntryDetl.AcntStrct,【科目識別子】,タプル。勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。\n/account/accountMainID 1000  /account/accountMainDescription Cash  /account/accountSub/accountSubID 4783HG  /account/accountSub/accountSubDescription Department  /account/accountSub/accountSubID QOWI  /account/accountSub/accountSubDescription Branch  /account/accountSub/accountSubID 192837  /account/accountSub/accountSubDescription Division,gl-cor:account
1295,5,A,,Main Account Number,xbrli:stringItemType,0..1,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",gl-cor,0,Account Structure,CO01a_01,/CO02a/CO06a/CO05a/CO01a/CO01a_01,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Main Account Number,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.ManAcntNr,主勘定科目コード,主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。\n部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。,gl-cor:accountMainID
1296,5,A,,Main Account Description,xbrli:stringItemType,0..1,,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,gl-cor,0,Account Structure,CO01a_02,/CO02a/CO06a/CO05a/CO01a/CO01a_02,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Main Account Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.ManAcntDscr,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。,gl-cor:accountMainDescription
1297,5,A,,Account Classification,xbrli:stringItemType,0..1,,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associate other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange.",gl-cor,0,Account Structure,CO01a_03,/CO02a/CO06a/CO05a/CO01a/CO01a_03,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Account Classification,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.AcntClssf,主勘定科目区分,主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。\n[設定値のリスト]\n(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他) ,gl-cor:mainAccountType
1298,5,A,,Account Classification Description,xbrli:stringItemType,0..1,,Free format description of the account classification,gl-cor,0,Account Structure,CO01a_04,/CO02a/CO06a/CO05a/CO01a/CO01a_04,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Account Classification Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.AcntClssfDscr,主勘定科目区分説明,主勘定科目の区分の説明。,gl-cor:mainAccountTypeDescription
1299,5,A,,Parent Account Number,xbrli:stringItemType,0..1,,Roll up item from child natural account to parent natural account.,gl-cor,0,Account Structure,CO01a_05,/CO02a/CO06a/CO05a/CO01a/CO01a_05,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Parent Account Number,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.ParAcntNr,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。,gl-cor:parentAccountMainID
1300,5,A,,Purpose of Account,xbrli:stringItemType,0..1,,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",gl-cor,0,Account Structure,CO01a_06,/CO02a/CO06a/CO05a/CO01a/CO01a_06,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Purpose of Account,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.PrpsOfAcnt,勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。\n[設定値のリスト]\n(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)",gl-cor:accountPurposeCode
1301,5,A,,Description of Purpose of Account,xbrli:stringItemType,0..1,,Description of usage for aggregate account,gl-cor,0,Account Structure,CO01a_07,/CO02a/CO06a/CO05a/CO01a/CO01a_07,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Description of Purpose of Account,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.DscrOfPrpsOfAcnt,勘定科目目的説明,勘定科目群の使用法の説明。,gl-cor:accountPurposeDescription
1302,5,A,,Account Type,xbrli:stringItemType,0..1,,Type of account,gl-cor,0,Account Structure,CO01a_08,/CO02a/CO06a/CO05a/CO01a/CO01a_08,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Account Type,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.AcntTyp,科目種別,科目の種別。\n[設定値のリスト]\n(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他) ,gl-cor:accountType
1303,5,A,,Account Type Description,xbrli:stringItemType,0..1,,Free format description of the account type,gl-cor,0,Account Structure,CO01a_09,/CO02a/CO06a/CO05a/CO01a/CO01a_09,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Account Type Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.AcntTypDscr,科目種別説明,科目の種別の説明。,gl-cor:accountTypeDescription
1304,5,A,,Entry Accounting Method,xbrli:stringItemType,0..1,,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",gl-cor,0,Account Structure,CO01a_BU01_10,/CO02a/CO06a/CO05a/CO01a/CO01a_BU01_10,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Entry Accounting Method,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.EntryAccntMethd,仕訳会計処理方法,この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他\n[設定値のリスト]\n(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)\n,gl-bus:entryAccountingMethod
1305,5,A,,Entry Accounting Method Description,xbrli:stringItemType,0..1,,Free format description of the entry accounting method,gl-cor,0,Account Structure,CO01a_BU01_11,/CO02a/CO06a/CO05a/CO01a/CO01a_BU01_11,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Entry Accounting Method Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.EntryAccntMethdDscr,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,gl-bus:entryAccountingMethodDescription
1306,5,A,,Entry Accounting Method Purpose,xbrli:stringItemType,0..1,,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",gl-cor,0,Account Structure,CO01a_BU01_12,/CO02a/CO06a/CO05a/CO01a/CO01a_BU01_12,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Entry Accounting Method Purpose,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.EntryAccntMethdPrps,仕訳会計処理方法目的,仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他\n[設定値のリスト]\n(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)\n,gl-bus:entryAccountingMethodPurpose
1307,5,A,,Entry Accounting Method Purpose Description,xbrli:stringItemType,0..1,,Free format description of the entry accounting method purpose,gl-cor,0,Account Structure,CO01a_BU01_13,/CO02a/CO06a/CO05a/CO01a/CO01a_BU01_13,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Entry Accounting Method Purpose Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.EntryAccntMethdPrpsDscr,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,gl-bus:entryAccountingMethodPurposeDescription
1308,5,C,,Subaccount,,0..*,,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,Subaccount,CO10a,/CO02a/CO06a/CO05a/CO01a/CO10a,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Subaccount,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.Sbccn,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,gl-cor:accountSub
1309,6,A,,Subaccount Description,xbrli:stringItemType,0..1,,The description that accompanies accountSubID belongs here.,gl-cor,0,Subaccount,CO10a_01,/CO02a/CO06a/CO05a/CO01a/CO10a/CO10a_01,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Subaccount.Subaccount Description,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.Sbccn.SbccnDscr,サブ科目説明,accountSubIDに関する説明。,gl-cor:accountSubDescription
1310,6,A,,Subaccount,xbrli:stringItemType,0..1,,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",gl-cor,0,Subaccount,CO10a_02,/CO02a/CO06a/CO05a/CO01a/CO10a/CO10a_02,$.Accounting Entries.Entry Header.Entry Detail.Account Structure.Subaccount.Subaccount,AccntEntrs.EntryHedr.EntryDetl.AcntStrct.Sbccn.Sbccn,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,gl-cor:accountSubID
